fir_id,fir_text,ipc_section
28,The accused stole my toolbox from the back of my parked pickup truck outside the workshop.,379
29,My toolbox kept in the rear of my pickup truck was stolen while the vehicle was parked near the workshop.,379
30,An unknown person removed my toolbox from the back of my truck while I was inside the workshop.,379
31,I parked my Honda Activa near the temple and found it missing when I returned after an hour.,379
32,My Honda Activa scooter was stolen from in front of the temple where I had parked it for about an hour.,379
33,"After offering prayers at the temple, I came out to find that my parked Activa had been taken by someone.",379
34,My mobile phone was stolen from the charging point at the airport while I briefly stepped away.,379
35,I left my phone at the airport charging station for a few minutes and it was taken by an unknown person.,379
36,Someone stole my mobile from the public charging kiosk at the airport while I was away briefly.,379
37,An unidentified person stole my umbrella and bag from the overhead rack of the train compartment.,379
38,My bag and umbrella were taken from the luggage rack above my seat in the train by an unknown traveller.,379
39,Someone removed my belongings from the overhead shelf of the railway compartment while I was not paying attention.,379
40,My earphones and power bank were stolen from my desk at the shared co-working space.,379
41,Someone took my earphones and portable charger from my workstation at the co-working office.,379
42,My desk at the shared workspace was pilfered and both my earphones and power bank were missing.,379
43,I noticed my leather wallet was stolen from my trouser pocket while travelling in a crowded DTC bus.,379
44,My wallet was taken out of my trouser pocket by a pickpocket while I was travelling on a DTC bus.,379
45,A thief removed my leather wallet from my pocket during the journey on the crowded Delhi bus.,379
46,The accused stole petrol from my parked motorcycle using a siphon pipe during the night.,379
47,Fuel was siphoned from my parked motorcycle at night using a pipe by an unknown person.,379
48,Someone drained petrol from my bike using a siphon while it was parked outside my house overnight.,379
49,My new cycle was stolen from the ground floor of my housing society despite the security guard being present.,379
50,"Even with the security guard on duty, an unknown person stole my brand new bicycle from the ground floor of the society.",379
51,My recently purchased cycle went missing from the housing society premises while the guard was supposedly on watch.,379
52,Someone took away my college bag containing books and a calculator from the library reading room.,379
53,My bag with textbooks and a scientific calculator was taken from the college library while I was studying.,379
54,An unknown person stole my college bag from the reading room in the library while I was away momentarily.,379
55,My car's side mirror and stereo system were stolen while it was parked on the roadside overnight.,379
56,Thieves removed the side mirror and music system from my car while it was left on the roadside through the night.,379
57,"While my car stood parked on the street overnight, unknown persons stripped the side mirror and stereo.",379
58,I found my suitcase missing from the overhead luggage rack after I deboarded the express train.,379
59,"After getting off the express train, I realized my suitcase had been removed from the overhead rack.",379
60,My suitcase which was kept on the luggage shelf of the train was stolen before I could collect it.,379
61,A person unknown to me stole my handbag from the seat next to me at a restaurant in the mall.,379
62,My handbag placed on the adjacent chair at a mall restaurant was taken by a stranger while I was eating.,379
63,"While dining at the food court, someone took away my handbag which I had kept on the seat beside me.",379
64,My Samsung mobile phone was stolen from my shop counter while I was attending to another customer.,379
65,"While I was busy serving a customer, someone stole my Samsung handset from the shop counter.",379
66,An unknown person took away my Samsung phone from the counter of my store when my attention was diverted.,379
67,Someone stole the spare tyre and jack from the boot of my car which was parked in the colony.,379
68,The spare wheel and jack set were removed from the dicky of my car while it stood in the residential colony.,379
69,An unknown person stole the spare tyre along with the jack from the trunk of my parked car.,379
70,My ATM card was stolen from my wallet while I was standing in a queue at the government office.,379
71,A thief removed my ATM card from my wallet when I was waiting in line at the government office.,379
72,"While standing in a queue at the sarkari office, someone picked my wallet and stole my debit card.",379
73,The accused stole a gold bangle from my dressing table while posing as a household worker.,379
74,An unknown person who had come as a domestic helper stole my gold bangle from the dressing table.,379
75,"While pretending to work as a household help, the accused removed a gold bangle from my dressing table.",379
76,My gold chain was stolen from the almirah inside my locked bedroom while I was away on a trip.,380
77,"During my absence on a trip, someone entered my locked room and stole my gold necklace from the almirah.",380
78,The gold chain kept in the cupboard of my locked bedroom was stolen while I was travelling.,380
79,An unidentified person broke into my house and stole a laptop and cash kept in the drawer.,380
80,Someone forced entry into my home and took away a laptop and cash that was kept in the table drawer.,380
81,My house was broken into and a laptop along with cash from the drawer was stolen by unknown persons.,380
82,"While we were sleeping at night, someone entered our flat and stole jewelry from the cupboard.",380
83,An unknown intruder came into our flat while the family was asleep at night and stole jewelry from the wardrobe.,380
84,"In the dead of night, a thief sneaked into our apartment and took away ornaments stored in the cupboard.",380
85,The accused stole my mother's gold earrings and a silver idol from our home during our absence.,380
86,"While we were not at home, the accused entered our house and took away my mother's gold earrings and a silver deity.",380
87,My mother's earrings and a silver idol were stolen from our residence by the accused during our absence.,380
88,Thieves broke into our ground floor flat and took away the television and a wristwatch.,380
89,Our ground floor apartment was burglarized and the thieves made off with the television and a watch.,380
90,Unknown persons gained entry into our flat on the ground level and stole the TV set and a wristwatch.,380
91,Someone entered my apartment through the kitchen window and stole cash kept under the mattress.,380
92,A thief climbed in through the kitchen window of my flat and stole the cash I had kept under the mattress.,380
93,My apartment was entered through the kitchen window and money hidden under the mattress was taken.,380
94,My tenant stole a gold necklace and a diamond ring from the locker in the master bedroom.,380
95,The tenant living in my house stole a gold necklace and a diamond ring from the bedroom locker.,380
96,A gold chain and a diamond ring were stolen from the locker inside the main bedroom by my tenant.,380
97,A domestic worker employed at our house stole jewelry worth lakhs from the steel almirah.,380
98,Our household help committed theft of jewelry worth several lakhs from the steel cupboard in our home.,380
99,The maid employed at our house stole ornaments worth lakhs of rupees from the iron almirah.,380
100,Thieves entered our house while we were at a wedding function and stole all the silverware.,380
101,"While the entire household was at a wedding ceremony, thieves broke in and took away all the silver items.",380
102,Our house was robbed of all its silverware while we were attending a family wedding.,380
103,"An unknown person entered our unlocked house and stole a laptop, tablet, and mobile charger.",380
104,"Taking advantage of our unlocked door, an intruder entered the house and stole the laptop, tablet, and charger.",380
105,"Our house was entered without breaking in as it was unlocked, and a laptop, tablet, and charger were stolen.",380
106,The accused broke into our first floor flat and stole a gold chain and earrings from the dressing table.,380
107,Our first floor residence was broken into by the accused who took gold chain and earrings from the dressing table.,380
108,The accused forcibly entered our first floor home and stole gold jewelry kept on the dressing table.,380
109,"While the family was on pilgrimage, thieves broke into our house and stole electronics and cash.",380
110,"During our pilgrimage trip, thieves took advantage of the vacant house and stole electronic items and cash.",380
111,Our home was robbed of electronics and money while the entire family had gone on a pilgrimage.,380
112,Someone entered my house by breaking the window grill and stole my wife's ornaments.,380
113,A thief broke the window grill to gain entry into our home and took away my wife's ornaments.,380
114,My wife's jewelry was stolen after an intruder forced open the window grill and entered our house.,380
115,A person posing as a plumber entered our home and stole a gold bangle kept on the shelf.,380
116,A man who came disguised as a plumber committed theft of a gold bangle from the shelf inside our house.,380
117,"Pretending to be a plumber, the accused entered our house and removed a gold bangle placed on the rack.",380
118,Thieves stole my father's pension cash kept in a tin box inside the bedroom wardrobe.,380
119,My father's pension money stored in a tin box in the wardrobe was stolen by thieves who entered the house.,380
120,The tin box in which my father kept his pension cash inside the almirah was found empty after a break-in.,380
121,Our house was robbed while we were asleep and the thieves took away mobile phones and gold rings.,380
122,Unknown thieves entered the house during the night while we slept and stole mobile phones and gold rings.,380
123,"While the family was sleeping, thieves came into our home and took away gold rings and mobile handsets.",380
124,An intruder entered the ground floor apartment and stole a leather bag containing cash and documents.,380
125,A ground floor flat was broken into by an intruder who stole a leather bag with cash and important papers.,380
126,Someone trespassed into the ground floor apartment and made off with a bag containing money and documents.,380
127,"The accused sneaked into our house and stole a wristwatch, cash, and a silver coin from the puja room.",380
128,"The accused quietly entered our home and took a wristwatch, some cash, and a silver coin kept in the prayer room.",380
129,"Our puja room was targeted and the accused stole a silver coin, wristwatch, and cash from there.",380
130,My neighbor's domestic help stole jewelry from our house when she was given the spare key.,380
131,The maid from the neighboring house used the spare key we gave her to enter and steal jewelry.,380
132,Jewelry was stolen from our home by the domestic worker of our neighbor who had been given our extra key.,380
133,"While we were on vacation, unknown thieves broke into our home and stole an expensive camera.",380
134,"During our holiday trip, our home was burglarized and an expensive camera was among the stolen items.",380
135,Thieves broke into our vacant house while we were vacationing and stole a high-value camera.,380
136,"While my mother was alone at home, two men forced their way in and stole her mangalsutra.",380
137,Two unknown men pushed their way into the house when my mother was alone and snatched her mangalsutra.,380
138,Two accused persons forcibly entered our home while only my elderly mother was present and stole her mangalsutra.,380
139,Someone stole a gold chain from the locker in my bedroom while I was in the adjacent room.,380
140,A gold necklace kept in my bedroom locker was stolen by someone while I was in the next room.,380
141,"While I was in the adjoining room, an unknown person entered and stole a gold chain from my bedroom locker.",380
142,"Thieves entered our flat during Diwali holidays and stole cash, jewelry, and a smartwatch.",380
143,"During the Diwali vacation when we were away, thieves broke into the flat and took cash, ornaments, and a smartwatch.",380
144,"Our flat was robbed during the Diwali holidays and the thieves stole jewelry, currency, and a smartwatch.",380
145,An unknown person stole a mobile phone and digital camera from inside our locked apartment.,380
146,A mobile phone and digital camera were taken from within our locked flat by an unknown intruder.,380
147,Our locked apartment was broken into and a phone along with a digital camera was stolen.,380
148,The accused entered our residence by cutting the window mesh and stole silver utensils and cash.,380
149,"By cutting through the window mesh, the accused gained entry into our home and took silver utensils and cash.",380
150,Silver vessels and cash were stolen from our house after the accused sliced the wire mesh and entered.,380
151,Two men on a motorcycle snatched my mobile phone and sped away while I was walking on the footpath.,356
152,A duo on a motorbike grabbed my phone as I walked along the footpath and rode off at high speed.,356
153,"While I was on the pavement, two persons came on a motorcycle and forcibly took my mobile before fleeing.",356
154,An unknown person snatched my gold chain while I was getting off the bus near the market.,356
155,Someone tore my gold necklace off my neck when I was alighting from the bus close to the market.,356
156,"As I stepped off the bus near the market area, an unknown individual yanked my gold chain and fled.",356
157,A young man grabbed my handbag and ran away before I could raise an alarm at the railway station.,356
158,My handbag was forcibly grabbed by a youth at the railway station who fled before I could call for help.,356
159,A young accused snatched my bag at the station and escaped into the crowd before I could react.,356
160,A motorcyclist snatched my mobile from my hand while I was using it on the road.,356
161,A person riding a motorcycle grabbed my phone right out of my hand while I stood on the roadside.,356
162,"While I was using my phone on the street, a motorcyclist drove close and snatched it from me.",356
163,My gold earrings were forcibly snatched by a woman in the crowded weekly bazaar.,356
164,A woman in the weekly market forcibly pulled my gold earrings off in the middle of the crowd.,356
165,"In the packed weekly bazaar, an unknown woman snatched my gold earrings and disappeared.",356
166,Two boys on a bicycle snatched my purse containing cash and cards near the school gate.,356
167,"Near the school entrance, two youths on a cycle grabbed my purse which had cash and bank cards.",356
168,My purse with cash and ATM cards was forcibly taken by two boys riding a bicycle near the school.,356
169,An unknown man snatched my wristwatch and fled on a scooter while I stood at the traffic light.,356
170,My wristwatch was grabbed by a stranger at the traffic signal who then escaped on a scooter.,356
171,"While I was waiting at the red light, an unknown man pulled off my wristwatch and sped away on a two-wheeler.",356
172,"While I was boarding the metro, someone snatched my necklace from my neck and ran into the crowd.",356
173,"As I was getting onto the metro, a person yanked my chain off and vanished into the passenger crowd.",356
174,Someone in the metro boarding crowd pulled my necklace from my neck and ran before I could stop them.,356
175,A person snatched my bag from my shoulder when I was walking alone on the flyover.,356
176,"While crossing the flyover alone, someone came from behind and grabbed my shoulder bag.",356
177,My bag was torn off my shoulder by an unknown person as I walked alone on the overpass.,356
178,My mobile phone was forcibly grabbed from my hand while I sat in an e-rickshaw.,356
179,Someone snatched my phone directly from my hand while I was a passenger in an e-rickshaw.,356
180,"While travelling in an e-rickshaw, an unknown person reached in and grabbed my phone from my hand.",356
181,An unknown youth snatched my gold bangle in broad daylight outside the temple premises.,356
182,A young unknown person forcibly took my gold bangle in plain sight near the temple entrance.,356
183,My gold bangle was snatched by an unidentified youth outside the temple in the middle of the day.,356
184,A man on a motorcycle drove past and snatched my gold chain near the bus stand.,356
185,"Near the bus depot, a person on a motorbike came close and pulled off my gold chain as he passed.",356
186,My gold chain was grabbed by a motorcyclist who drove past me at speed near the bus stand.,356
187,Two men snatched my laptop bag from my shoulder when I was walking to the metro station.,356
188,My laptop bag was forcibly taken from my shoulder by two men while I was heading to the metro.,356
189,"While walking toward the metro station, two unknown men grabbed my laptop bag and fled.",356
190,Someone snatched my wallet and phone together from my pocket near the cinema hall.,356
191,Both my wallet and mobile were taken from my pocket by an unknown person near the movie theater.,356
192,"Near the cinema, an unidentified person pickpocketed my phone and wallet from my pocket together.",356
193,A teenage boy snatched my earphones and mobile while I walked through the underpass.,356
194,A young boy grabbed my earphones and phone from me as I was passing through the underpass.,356
195,"While crossing the underpass, a teenager forcibly took my mobile and earphones and ran away.",356
196,My gold chain was snatched by an unknown man who pushed me near the market crossing.,356
197,An unknown person pushed me at the crossroads near the market and snatched my gold necklace.,356
198,"Near the market junction, a man shoved me aside and forcibly removed my gold chain.",356
199,An accused snatched my handbag containing important documents near the court premises.,356
200,My bag with important legal papers was grabbed by the accused near the court building.,356
201,"The accused forcibly took my handbag outside the court, which contained important documents.",356
202,Two individuals on a bike grabbed my bag while I was crossing the road near the hospital.,356
203,My bag was snatched by two persons on a motorcycle as I crossed the road near the hospital.,356
204,"While crossing the street near the hospital, two bike-borne persons grabbed my bag and sped away.",356
205,My mobile was snatched by a boy who pretended to ask for directions and then grabbed it.,356
206,A boy approached me asking for directions and suddenly grabbed my phone and ran away.,356
207,"After pretending to need directions, a youth snatched my mobile from my hand and fled.",356
208,An unknown assailant snatched my daughter's chain outside her school in the evening.,356
209,My daughter's gold chain was snatched by an unidentified person outside the school gate in the evening.,356
210,"In the evening, outside my daughter's school, an unknown person pulled off her chain and ran.",356
211,The accused tried to snatch my bag and caused a cut on my hand while I resisted.,356
212,"When I resisted the accused from taking my bag, he pulled forcefully and injured my hand.",356
213,"In attempting to snatch my bag, the accused hurt my hand when I tried to hold on to it.",356
214,A man snatched my purse at the auto stand and ran into the nearby lanes.,356
215,My purse was grabbed by a man at the auto-rickshaw stand who then ran into the side lanes.,356
216,"At the auto stand, a person forcibly pulled my purse away and disappeared into the narrow lanes nearby.",356
217,My new phone was snatched by two boys who were following me on foot near the park.,356
218,Two youths who had been following me grabbed my new mobile phone near the park.,356
219,"Near the park, two boys who were tailing me on foot snatched my new handset and fled.",356
220,Someone snatched my bag at the crowded fair ground and disappeared into the crowd.,356
221,My bag was forcibly taken by an unknown person at the mela ground who then blended into the crowd.,356
222,"At the crowded fair, an unidentified individual grabbed my bag and vanished among the people.",356
223,An unknown person rode pillion and snatched my gold chain from my neck while I walked.,356
224,A pillion rider on a passing motorcycle grabbed my gold necklace from my neck while I was on foot.,356
225,"While I was walking, a person seated behind on a motorcycle leaned over and snatched my gold chain.",356
226,The accused slapped and punched me multiple times during an argument over a parking dispute.,323
227,"During a fight over parking space, the accused hit me with slaps and punches repeatedly.",323
228,The accused beat me up several times by slapping and punching me during a parking altercation.,323
229,My neighbor beat me with his fists after a heated argument about water supply in our building.,323
230,"After a fierce argument about water availability in the building, my neighbor punched me with his hands.",323
231,My neighbor physically attacked me by punching me after a quarrel about the building water supply.,323
232,A group of men assaulted me outside the dhaba and I sustained bruises on my arms and face.,323
233,"Outside the eatery, a group of persons beat me up and left me with bruises on my face and arms.",323
234,I was physically attacked by several men outside the dhaba and suffered bruising on my face and arms.,323
235,"The accused struck me on the face during a quarrel over a cricket match, causing swelling.",323
236,"During a dispute about a cricket game, the accused hit me on my face causing my cheek to swell.",323
237,The accused punched me on the face during a cricket argument and it resulted in visible swelling.,323
238,My colleague punched me twice in the chest after I raised a complaint about his behavior.,323
239,"After I reported his conduct, my colleague struck me twice in the chest with his fist.",323
240,I was punched in the chest two times by my coworker after I filed a complaint against him.,323
241,The accused and his friends beat me up outside the college gate without any provocation.,323
242,"Without any reason, the accused and his associates assaulted me outside the college entrance.",323
243,"Outside the college, the accused along with his companions attacked me without any provocation.",323
244,A man assaulted me and my brother during a road rage incident near the flyover.,323
245,My brother and I were both attacked by a man during a road rage confrontation near the flyover.,323
246,"Near the overpass, a road rage episode turned violent and a man struck both me and my brother.",323
247,The accused kicked me and pushed me to the ground during a verbal fight in the market.,323
248,"During a quarrel at the market, the accused shoved me and kicked me until I fell down.",323
249,The accused pushed me to the ground and kicked me during a fight that broke out at the market.,323
250,I was beaten by my neighbor's son who slapped me hard when I asked him to lower the music volume.,323
251,"When I requested the neighbor's son to reduce the music, he responded by slapping me hard.",323
252,My neighbor's son struck me with a forceful slap after I asked him to turn the music volume down.,323
253,The accused punched my father on his back and head during a dispute over property boundaries.,323
254,My father was struck on the head and back by the accused in a fight over the property boundary.,323
255,The accused attacked my father by punching him on the head and back during a land boundary dispute.,323
256,Two men attacked me and pulled my hair during a quarrel at the tea stall near my shop.,323
257,"At the tea stall near my shop, two men assaulted me and forcibly pulled my hair during the fight.",323
258,"During an argument at the tea shop, two individuals beat me and yanked my hair.",323
259,The accused hit me on my face during an argument at the auto stand causing me to fall.,323
260,"At the auto-rickshaw stand, the accused struck my face with enough force to knock me over.",323
261,I was hit on the face by the accused during a quarrel at the auto stand and I fell to the ground.,323
262,My brother-in-law slapped me repeatedly after I refused to give him money.,323
263,"After I declined to give him money, my brother-in-law hit me with repeated slaps.",323
264,My brother-in-law struck me multiple times on the face after I refused his demand for money.,323
265,"The accused and two others assaulted me in front of my house, causing injuries to my shoulder.",323
266,"Outside my residence, the accused along with two others beat me and I suffered shoulder injuries.",323
267,"I was attacked by the accused and two other men in front of my home, injuring my shoulder.",323
268,A group of unknown persons beat me up after I objected to their unlawful parking near my gate.,323
269,Unknown persons assaulted me when I objected to their vehicle being parked illegally near my house.,323
270,"When I confronted unknown individuals for illegal parking near my gate, they beat me up.",323
271,The accused slapped me multiple times during a fight at the wedding function.,323
272,"At the wedding ceremony, the accused repeatedly slapped me during a verbal confrontation.",323
273,"During the marriage function, the accused assaulted me with multiple slaps.",323
274,I was assaulted by the shopkeeper after I complained about a defective product.,323
275,The shopkeeper physically attacked me when I raised a complaint about the faulty item I had bought.,323
276,"After I reported a defective product, the shop owner assaulted me in an angry reaction.",323
277,A person struck me on my nose during an argument at the bus depot causing bleeding.,323
278,I was hit on the nose during a quarrel at the bus terminal and started bleeding.,323
279,"During a dispute at the bus depot, the accused punched my nose hard, causing it to bleed.",323
280,The accused punched me in the stomach during a quarrel over a business payment dispute.,323
281,A business payment dispute turned violent when the accused struck me hard in the abdomen.,323
282,"During an argument regarding an unpaid business amount, the accused punched me in the stomach.",323
283,An unknown man kicked me and punched me on my way home from the office late at night.,323
284,"While returning home from work late at night, an unknown person punched and kicked me.",323
285,A stranger attacked me with kicks and punches while I was walking back from the office at night.,323
286,The accused beat my son mercilessly after an argument between their children at school.,323
287,"Following a quarrel between our kids at school, the accused thrashed my son without mercy.",323
288,My son was beaten severely by the accused as a result of an argument their children had at school.,323
289,My landlord pushed me and slapped me when I demanded the return of my security deposit.,323
290,"When I asked my landlord to refund my deposit money, he shoved and slapped me.",323
291,My landlord assaulted me by pushing and slapping when I asked for the security amount back.,323
292,A man assaulted me at the vegetable market after I accidentally bumped into him.,323
293,"At the vegetable market, a man hit me after I accidentally knocked into him.",323
294,An unknown man attacked me physically at the sabzi market after I had accidentally collided with him.,323
295,The accused hit me with his bare hand during an altercation over a social media post.,323
296,The accused struck me with his open hand during a fight that arose over a social media post.,323
297,A fight over a post on social media led to the accused hitting me with his hand.,323
298,My employer's associate struck me repeatedly during a dispute over pending salary.,323
299,An associate of my employer beat me several times when I raised the matter of my overdue wages.,323
300,I was repeatedly hit by an associate of my employer during a confrontation over unpaid salary.,323
301,The accused attacked me with an iron rod during a property dispute causing deep injuries on my arm.,324
302,"During a property dispute, the accused struck me with a metal rod, leaving deep wounds on my arm.",324
303,The accused beat me with an iron rod over a property matter and caused serious injuries to my arm.,324
304,A man struck me on my head with a cricket bat after an argument about a parking space.,324
305,"After a quarrel about parking, a man used a cricket bat to hit me on the head.",324
306,An unknown man hit my head with a cricket bat following an argument over parking.,324
307,The accused slashed my hand with a sharp knife during a fight at the liquor shop.,324
308,"At the wine shop, the accused cut my hand with a sharp blade during a violent fight.",324
309,My hand was slashed with a knife by the accused during a confrontation at the liquor store.,324
310,An unknown assailant attacked my husband with a sickle during a land dispute in the village.,324
311,My husband was attacked with a sickle by an unknown person during a farmland dispute in the village.,324
312,"During a village land dispute, an unidentified person struck my husband with an agricultural sickle.",324
313,The accused hit me with a glass bottle on my head causing bleeding and dizziness.,324
314,"A glass bottle was used by the accused to strike my head, causing bleeding and making me dizzy.",324
315,The accused smashed a bottle on my head which caused me to bleed and feel lightheaded.,324
316,A group of men beat me with wooden sticks after I reported their illegal activities to authorities.,324
317,"After I reported their unlawful activities to the police, a group of men thrashed me with wooden sticks.",324
318,Several men assaulted me with wooden clubs in retaliation for reporting their illegal activities.,324
319,The accused attacked me with scissors during an argument at the tailoring shop.,324
320,"During a fight at the tailor's shop, the accused used scissors to attack me.",324
321,The accused came at me with scissors and struck me during a quarrel inside the tailoring establishment.,324
322,My neighbor's son struck me with a heavy stone causing a fracture in my left arm.,324
323,The neighbor's son threw a heavy stone at me and it fractured my left arm.,324
324,A large stone thrown by the neighbor's son struck me and resulted in a fracture in my left arm.,324
325,The accused cut my face with a blade after I refused to withdraw the case against him.,324
326,"In retaliation for not dropping the case, the accused slashed my face with a sharp blade.",324
327,The accused used a blade to cut my face when I refused to take back my complaint.,324
328,An unknown assailant attacked me with a hockey stick near the school ground at night.,324
329,"Near the school playground at night, an unidentified attacker beat me with a hockey stick.",324
330,I was attacked by an unknown person wielding a hockey stick near the school ground in the dark.,324
331,The accused assaulted me with a steel rod near my workplace causing serious injury to my leg.,324
332,"Near my office, the accused used a steel rod to hit me and severely injured my leg.",324
333,My leg was badly injured when the accused struck me with a metal rod outside my place of work.,324
334,A man stabbed me in my thigh with a screwdriver during a heated exchange of words.,324
335,"During a verbal altercation, a man jabbed a screwdriver into my thigh causing an injury.",324
336,A screwdriver was used by the accused to stab me in the thigh following a heated argument.,324
337,The accused hit me across my back with an iron pipe during a dispute over shop rent.,324
338,"During an argument about shop rent, the accused struck my back hard with a metal pipe.",324
339,The accused used an iron pipe to assault me on my back during a shop rental dispute.,324
340,My cousin attacked me with a sharp sickle during a family feud over inheritance.,324
341,"During a family dispute about property inheritance, my cousin assaulted me with a sickle.",324
342,A sharp sickle was used by my cousin to attack me in the midst of a family feud over inheritance.,324
343,The accused injured me with a broken glass piece during a quarrel at the party.,324
344,"At the party, the accused used a broken glass shard to injure me during a quarrel.",324
345,A fight at the party ended with the accused cutting me with a piece of broken glass.,324
346,An unknown man slashed my forearm with a knife when I tried to intervene in a street fight.,324
347,"When I stepped in to stop a street brawl, an unknown person cut my forearm with a knife.",324
348,My attempt to intervene in a roadside fight led to an unknown man slashing my arm with a knife.,324
349,The accused struck my father on his shoulder with an axe during a land boundary dispute.,324
350,My father was hit on the shoulder with an axe by the accused during a fight over a land boundary.,324
351,"In a land boundary altercation, the accused used an axe to strike my father on his shoulder.",324
352,A group of youths attacked us with wooden clubs outside the cinema hall after a dispute.,324
353,"Outside the cinema, a gang of young men beat us with wooden clubs following an argument.",324
354,We were assaulted by a group of youths wielding wooden sticks after a dispute outside the theater.,324
355,The accused hit me with a spanner during a road accident dispute causing injury to my head.,324
356,My head was injured when the accused struck me with a wrench during a fight about a road accident.,324
357,The accused used a spanner to hit me on the head during a confrontation following a traffic accident.,324
358,My brother was attacked with a sharp agricultural tool by our neighbor over a water channel.,324
359,Our neighbor assaulted my brother using a sharp farming implement during a water channel dispute.,324
360,A sharp agricultural tool was used by our neighbor to attack my brother over a water channel issue.,324
361,The accused used a burning cigarette to hurt me during a violent argument at the factory.,324
362,"During a factory argument, the accused pressed a lit cigarette against me as an act of assault.",324
363,The accused burnt me with a lighted cigarette during a violent altercation inside the factory premises.,324
364,An armed assailant attacked me with a sharp knife outside the ATM causing severe cuts.,324
365,"Outside the ATM, an armed person slashed me with a knife leaving deep cuts on my body.",324
366,I was severely cut by a sharp knife wielded by an assailant who attacked me near the ATM.,324
367,The accused struck me with a stone causing a fracture in my fingers during the brawl.,324
368,"During the fight, the accused hit my hand with a stone and fractured my fingers.",324
369,A stone thrown by the accused during the brawl struck my hand and broke my fingers.,324
370,A man stabbed me with a pen knife after I objected to his eve-teasing of a girl.,324
371,"After I confronted a man for harassing a girl, he pulled out a pen knife and stabbed me.",324
372,"When I spoke up against a man who was harassing a girl, he attacked me with a small knife.",324
373,The accused attacked me with a broken bottle causing lacerations on my shoulder.,324
374,"Using a shattered bottle, the accused struck my shoulder and left deep cuts.",324
375,My shoulder was lacerated when the accused smashed a broken bottle against it during the assault.,324
376,A person posing as an online seller on OLX took advance payment for a mobile phone but never delivered the product.,420
377,"The accused pretended to sell a mobile on OLX, collected the advance, and disappeared without delivering anything.",420
378,I was defrauded by a fake OLX seller who took advance money for a phone but never sent the item.,420
379,I transferred money online to an agent who promised a government job but then disappeared completely.,420
380,An agent who claimed to arrange a government job took money from me and then went untraceable.,420
381,"After collecting payment for a government job offer, the accused agent disappeared without any contact.",420
382,An unknown person called me pretending to be my bank and got my OTP to defraud me of savings.,420
383,"Posing as a bank representative, an unknown caller tricked me into sharing my OTP and drained my account.",420
384,I was defrauded when a caller pretending to be from my bank extracted my OTP and stole my savings.,420
385,I paid twenty thousand rupees for a laptop advertised on Quikr but neither product nor refund arrived.,420
386,"After paying twenty thousand rupees for a laptop listed on Quikr, neither the item nor my money was returned.",420
387,I was cheated on Quikr by a seller who collected twenty thousand rupees for a laptop and vanished.,420
388,The accused sold me a duplicate gold chain claiming it was original and certified hallmark gold.,420
389,I paid for a laptop from a Quikr listing but received neither the device nor any refund from the seller.,420
390,The accused took money from several investors promising high returns on a scheme that turned out to be fake.,420
391,Several investors were defrauded by the accused who promised high profits through a scheme that was entirely bogus.,420
392,The accused collected investment money from many people by falsely promising high returns on a fraudulent plan.,420
393,Someone hacked my account by sending a phishing link and transferred money to an unknown account.,420
394,My bank account was hacked after I clicked a phishing link and money was transferred out to another account.,420
395,"After receiving a fraudulent link, my account was compromised and funds were moved to an unknown beneficiary.",420
396,A travel agent collected tour package fees from us but never arranged flights or hotel bookings.,420
397,Our travel agent took full payment for the tour package but failed to make any flight or accommodation arrangements.,420
